Station2,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
L01-404-1,45503.368750000001,Total,1918,NA,Chromium,ug/L,NA,0.29,0.32999999999999996
L01-340-1,45503.408333333333,Total,1665,NA,Chromium,ug/L,NA,0.33,0.28500000000000003
L05-489-3,45503.418055555558,Total,3334,NA,Chromium,ug/L,NA,0.24,0.26
L05-049-1,45503.418055555558,Total,3848,NA,Chromium,ug/L,NA,0.5,0.525
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Chromium,ug/L,NA,1.6,0.92
L01-404-1,45503.368750000001,Dissolved,NA,NA,Chromium,ug/L,NA,0.2,0.15000000000000002
L01-340-1,45503.408333333333,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.155
L05-489-3,45503.418055555558,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.1
L05-049-1,45503.418055555558,Dissolved,NA,NA,Chromium,ug/L,NA,0.28,0.30500000000000005
L02-374-1 (L02P50),45503.427083333336,Dissolved,NA,NA,Chromium,ug/L,NA,1.1,0.655
J01-9082-2,45504.386805555558,Total,1270,NA,Chromium,ug/L,NA,0.68,1.1400000000000001
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Chromium,ug/L,NA,0.81,0.825
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Chromium,ug/L,NA,0.47,0.52
J01-9082-2,45504.386805555558,Dissolved,NA,NA,Chromium,ug/L,NA,0.63,1.015
J06-9079-1 (J06P03),45504.440972222219,Dissolved,NA,NA,Chromium,ug/L,NA,0.85,0.7749999999999999
J06-10011-1 (J06P01),45504.466666666667,Dissolved,NA,NA,Chromium,ug/L,NA,0.46,0.51
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Chromium,ug/L,NA,7.3,4.8
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Chromium,ug/L,NA,1.3,1.095
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Chromium,ug/L,NA,4.6,2.78
J01-9992-1 (J01P27),45510.415277777778,Dissolved,NA,NA,Chromium,ug/L,NA,1.5,1.8
J01-9131-1 (J01P28),45510.375,Dissolved,NA,NA,Chromium,ug/L,NA,0.65,0.69
J01-9007-1 (J02P05),45510.459722222222,Dissolved,NA,NA,Chromium,ug/L,NA,2.6,1.655
L01-726-5,45510.375,Total,5625,NA,Chromium,ug/L,<,0.1,0.1
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Chromium,ug/L,NA,0.43,0.44999999999999996
K01-12159-3,45510.425000000003,Total,-99,NA,Chromium,ug/L,NA,0.77,0.7250000000000001
K01-12159-2,45510.451388888891,Total,7455,NA,Chromium,ug/L,NA,0.67,0.595
L01-726-5,45510.375,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.1
L01-728-5 (L01-DP),45510.42083333333,Dissolved,NA,NA,Chromium,ug/L,NA,0.31,0.3
K01-12159-3,45510.425000000003,Dissolved,NA,NA,Chromium,ug/L,NA,0.88,0.73
K01-12159-2,45510.451388888891,Dissolved,NA,NA,Chromium,ug/L,NA,0.38,0.32
I01-11010-1,45512.409722222219,Total,8356,NA,Chromium,ug/L,<,0.1,0.1
I00-11437-1,45512.37777777778,Total,10154,NA,Chromium,ug/L,NA,0.31,0.365
I01-11010-1,45512.409722222219,Dissolved,NA,NA,Chromium,ug/L,NA,0.31,0.20500000000000002
I00-11437-1,45512.37777777778,Dissolved,NA,NA,Chromium,ug/L,NA,0.25,0.3
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Chromium,ug/L,NA,0.33,0.33999999999999997
L02-641-1,45517.372916666667,Total,1339,NA,Chromium,ug/L,NA,0.26,0.30000000000000004
L02-641-2,45517.369444444441,Total,1569,NA,Chromium,ug/L,NA,0.26,0.39
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Chromium,ug/L,NA,0.29,0.35
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Chromium,ug/L,NA,0.32,0.33
L02-246-1 (L11P01),45517.372916666667,Dissolved,NA,NA,Chromium,ug/L,NA,0.28,0.29500000000000004
L02-641-1,45517.372916666667,Dissolved,NA,NA,Chromium,ug/L,NA,0.21,0.25
L02-641-2,45517.369444444441,Dissolved,NA,NA,Chromium,ug/L,NA,0.21,0.245
L01-731-1 (L08TBN2),45517.418749999997,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.1
L02-166-3 (L02P26),45517.427777777775,Dissolved,NA,NA,Chromium,ug/L,NA,0.27,0.26
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Chromium,ug/L,NA,1.3,3.35
M02-032-1,45518.456944444442,Total,2404,NA,Chromium,ug/L,NA,0.38,0.36
SC1-2,45518.386111111111,Total,6253,NA,Chromium,ug/L,NA,0.28,0.275
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Chromium,ug/L,NA,0.57,0.58
M02-085-2,45518.413194444445,Total,2126,NA,Chromium,ug/L,NA,0.49,0.45999999999999996
M01-042-1 (M01S01),45518.371527777781,Dissolved,NA,NA,Chromium,ug/L,NA,0.42,0.96
M02-032-1,45518.456944444442,Dissolved,NA,NA,Chromium,ug/L,NA,0.26,0.255
SC1-2,45518.386111111111,Dissolved,NA,NA,Chromium,ug/L,NA,0.6,0.415
M02-085-1 (M02P06),45518.417361111111,Dissolved,NA,NA,Chromium,ug/L,NA,0.52,0.515
M02-085-2,45518.413194444445,Dissolved,NA,NA,Chromium,ug/L,NA,0.25,0.255
L05-503-1,45519.39166666667,Total,2350,NA,Chromium,ug/L,NA,0.34,0.53
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Chromium,ug/L,NA,0.42,0.58
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Chromium,ug/L,NA,0.24,0.22499999999999998
L05-503-1,45519.39166666667,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.1
L01-724-4 (L01P03),45519.430555555555,Dissolved,NA,NA,Chromium,ug/L,NA,0.29,0.48
L01-724-1 (L01S01),45519.46597222222,Dissolved,NA,NA,Chromium,ug/L,<,0.1,0.1
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Chromium,ug/L,NA,0.55,0.8250000000000001
K01-12126-1 (K01S01),45531.354166666664,Dissolved,NA,NA,Chromium,ug/L,NA,0.31,0.64
L04-672-1,45427.383333333331,Total,3943,NA,Chrysene,ng/L,<,2.5,2.5
L04-266-5,45427.343055555553,Total,3408,NA,Chrysene,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Chrysene,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Chrysene,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Chrysene,ng/L,<,2.5,2.5
L01-404-1,45433.34375,Total,1915,NA,Chrysene,ng/L,<,2.5,2.5
L01-340-1,45433.381944444445,Total,1636,NA,Chrysene,ng/L,<,2.5,2.5
L05-489-3,45433.376388888886,Total,3415,NA,Chrysene,ng/L,<,2.5,2.5
L05-049-1,45433.417361111111,Total,3825,NA,Chrysene,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Chrysene,ng/L,<,2.5,2.5
L03-418-8,45434.432638888888,Total,2875,NA,Chrysene,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Chrysene,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Chrysene,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Chrysene,ng/L,<,2.5,6.2
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Chrysene,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Chrysene,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Chrysene,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Chrysene,ng/L,<,2.5,2.5
J01-9082-2,45441.487500000003,Total,1287.87,NA,Chrysene,ng/L,<,2.5,2.5
L01-726-5,45455.361111111109,Total,3953,NA,Chrysene,ng/L,<,2.5,2.5
K01-12159-2,45455.37222222222,Total,5213,NA,Chrysene,ng/L,<,2.5,2.5
K01-12159-3,45455.365277777775,Total,4828,NA,Chrysene,ng/L,<,2.5,2.5
I01-11010-1,45461.415972222225,Total,7938,NA,Chrysene,ng/L,<,2.5,2.5
I00-11437-1,45461.372916666667,Total,9394,NA,Chrysene,ng/L,<,2.5,2.5
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Chrysene,ng/L,<,2.5,2.5
L02-641-1,45462.348611111112,Total,1216,NA,Chrysene,ng/L,<,2.5,2.5
L02-641-2,45462.361111111109,Total,1288,NA,Chrysene,ng/L,<,2.5,8.3
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Chrysene,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Chrysene,ng/L,<,2.5,2.5
L05-503-1,45468.388888888891,Total,3088,NA,Chrysene,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Chrysene,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Chrysene,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Chrysene,ng/L,<,2.5,2.5
M02-032-1,45469.44027777778,Total,3122,NA,Chrysene,ng/L,<,2.5,2.5
SC1-2,45469.40347222222,Total,9238,NA,Chrysene,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Chrysene,ng/L,<,2.5,2.5
M02-085-2,45469.445138888892,Total,2401,NA,Chrysene,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Chrysene,ng/L,<,2.5,2.5
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Chrysene,ng/L,<,2.5,2.5
L04-672-1,45496.382638888892,Total,3334,NA,Chrysene,ng/L,<,2.5,2.5
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Chrysene,ng/L,<,2.5,2.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Chrysene,ng/L,<,2.5,2.5
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Chrysene,ng/L,<,2.5,2.5
L03-418-8,45503.387499999997,Total,2938.26,NA,Chrysene,ng/L,<,2.5,2.5
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Chrysene,ng/L,<,2.5,2.5
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Chrysene,ng/L,<,2.5,2.5
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Chrysene,ng/L,NA,18,18
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Chrysene,ng/L,<,2.5,2.5
L01-404-1,45503.368750000001,Total,1918,NA,Chrysene,ng/L,<,2.5,2.5
L01-340-1,45503.408333333333,Total,1665,NA,Chrysene,ng/L,<,2.5,2.5
L05-489-3,45503.418055555558,Total,3334,NA,Chrysene,ng/L,<,2.5,2.5
L05-049-1,45503.418055555558,Total,3848,NA,Chrysene,ng/L,<,2.5,2.5
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Chrysene,ng/L,<,2.5,2.5
J01-9082-2,45504.386805555558,Total,1270,NA,Chrysene,ng/L,<,2.5,2.5
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Chrysene,ng/L,<,2.5,2.5
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Chrysene,ng/L,<,2.5,2.5
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Chrysene,ng/L,NA,9.9,6.2
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Chrysene,ng/L,<,2.5,2.5
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Chrysene,ng/L,<,2.5,2.5
L01-726-5,45510.375,Total,5625,NA,Chrysene,ng/L,<,2.5,2.5
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Chrysene,ng/L,<,2.5,2.5
K01-12159-3,45510.425000000003,Total,-99,NA,Chrysene,ng/L,<,2.5,2.5
K01-12159-2,45510.451388888891,Total,7455,NA,Chrysene,ng/L,<,2.5,2.5
I01-11010-1,45512.409722222219,Total,8356,NA,Chrysene,ng/L,<,2.5,2.5
I00-11437-1,45512.37777777778,Total,10154,NA,Chrysene,ng/L,<,2.5,2.5
L02-641-1,45517.372916666667,Total,1339,NA,Chrysene,ng/L,<,2.5,2.5
L02-641-2,45517.369444444441,Total,1569,NA,Chrysene,ng/L,NA,14.1,8.3
L01-731-1 (L08TBN2),45517.418749999997,Total,2730,NA,Chrysene,ng/L,<,2.5,2.5
L02-166-3 (L02P26),45517.427777777775,Total,2011,NA,Chrysene,ng/L,<,2.5,2.5
M01-042-1 (M01S01),45518.371527777781,Total,5832,NA,Chrysene,ng/L,<,2.5,2.5
M02-032-1,45518.456944444442,Total,2404,NA,Chrysene,ng/L,<,2.5,2.5
SC1-2,45518.386111111111,Total,6253,NA,Chrysene,ng/L,<,2.5,2.5
M02-085-1 (M02P06),45518.417361111111,Total,6945,NA,Chrysene,ng/L,<,2.5,2.5
M02-085-2,45518.413194444445,Total,2126,NA,Chrysene,ng/L,<,2.5,2.5
L05-503-1,45519.39166666667,Total,2350,NA,Chrysene,ng/L,<,2.5,2.5
L01-724-4 (L01P03),45519.430555555555,Total,1960,NA,Chrysene,ng/L,<,2.5,2.5
L01-724-1 (L01S01),45519.46597222222,Total,5505,NA,Chrysene,ng/L,<,2.5,2.5
K01-12126-1 (K01S01),45531.354166666664,Total,5380,NA,Chrysene,ng/L,<,2.5,2.5
L04-672-1,45427.383333333331,Total,3943,NA,Copper,ug/L,NA,5.3,5.4
L04-266-5,45427.343055555553,Total,3408,NA,Copper,ug/L,NA,3.1,4.35
L04-672-1,45427.383333333331,Dissolved,NA,NA,Copper,ug/L,NA,3.8,2.8499999999999996
L04-266-5,45427.343055555553,Dissolved,NA,NA,Copper,ug/L,NA,2.6,2.7
J01-10004-1 (J01P01),45427.4,Total,2150,NA,Copper,ug/L,NA,15,10.05
J01-10004-1 (J01P01),45427.4,Dissolved,NA,NA,Copper,ug/L,NA,8.8,6.1000000000000005
L03-662-3 (L03P16),45428.369444444441,Total,2015,NA,Copper,ug/L,NA,16,12.5
L03-214-2 (L03P18),45428.402083333334,Total,2443,NA,Copper,ug/L,NA,7,5.95
L03-316-3 (L03P12),45428.447222222225,Total,5117,NA,Copper,ug/L,NA,3.2,4.1
L03-662-3 (L03P16),45428.369444444441,Dissolved,NA,NA,Copper,ug/L,NA,14,10.25
L03-214-2 (L03P18),45428.402083333334,Dissolved,NA,NA,Copper,ug/L,NA,5.6,4.199999999999999
L03-316-3 (L03P12),45428.447222222225,Dissolved,NA,NA,Copper,ug/L,NA,3.1,3.45
L01-404-1,45433.34375,Total,1915,NA,Copper,ug/L,NA,4.5,4.85
L01-340-1,45433.381944444445,Total,1636,NA,Copper,ug/L,NA,4,5.3
L05-489-3,45433.376388888886,Total,3415,NA,Copper,ug/L,NA,2.5,2.15
L05-049-1,45433.417361111111,Total,3825,NA,Copper,ug/L,NA,4,4.6
L02-374-1 (L02P50),45433.424305555556,Total,2874,NA,Copper,ug/L,NA,2,3.75
L01-404-1,45433.34375,Dissolved,NA,NA,Copper,ug/L,NA,2.9,3.45
L01-340-1,45433.381944444445,Dissolved,NA,NA,Copper,ug/L,NA,3.4,4.05
L05-489-3,45433.376388888886,Dissolved,NA,NA,Copper,ug/L,NA,1.7,1.31
L05-049-1,45433.417361111111,Dissolved,NA,NA,Copper,ug/L,NA,3.8,3.9
L02-374-1 (L02P50),45433.424305555556,Dissolved,NA,NA,Copper,ug/L,NA,1.6,2.1
L03-418-8,45434.432638888888,Total,2875,NA,Copper,ug/L,NA,2.6,3
K01-12177-1 (K01P07),45434.42083333333,Total,2719,NA,Copper,ug/L,NA,13,9.3
J03-9221-1 (J03P02),45434.455555555556,Total,5983,NA,Copper,ug/L,NA,3.2,2.6500000000000004
J01-9224-1 (J01P24),45434.377083333333,Total,3753,NA,Copper,ug/L,NA,2.6,7.8
J01-9224-2 (J01P25),45434.34375,Total,2683,NA,Copper,ug/L,NA,1.2,0.875
L03-418-8,45434.455555555556,Dissolved,NA,NA,Copper,ug/L,NA,2.9,2.65
K01-12177-1 (K01P07),45434.42083333333,Dissolved,NA,NA,Copper,ug/L,NA,7.3,6.199999999999999
J03-9221-1 (J03P02),45434.455555555556,Dissolved,NA,NA,Copper,ug/L,NA,2.3,2
J01-9224-1 (J01P24),45434.377083333333,Dissolved,NA,NA,Copper,ug/L,NA,1.7,2.1
J01-9224-2 (J01P25),45434.34375,Dissolved,NA,NA,Copper,ug/L,NA,1.4,1.125
J01-9992-1 (J01P27),45441.401388888888,Total,4415,NA,Copper,ug/L,NA,3.2,8.6
J01-9131-1 (J01P28),45441.38958333333,Total,3079,NA,Copper,ug/L,NA,5.8,6.55
J01-9007-1 (J02P05),45441.447222222225,Total,3350,NA,Copper,ug/L,NA,17,12.95
J01-9992-1 (J01P27),45441.401388888888,Dissolved,NA,NA,Copper,ug/L,NA,2.7,2.8
J01-9131-1 (J01P28),45441.5,Dissolved,NA,NA,Copper,ug/L,NA,5.7,5.5
J01-9007-1 (J02P05),45441.447222222225,Dissolved,NA,NA,Copper,ug/L,NA,12,8.95
J06-9079-1 (J06P03),45441.42083333333,Total,2776.69,NA,Copper,ug/L,NA,5.3,3.8
J06-10011-1 (J06P01),45441.447222222225,Total,3448.62,NA,Copper,ug/L,NA,2.4,3.8
J01-9082-2,45441.487500000003,Total,1287.87,NA,Copper,ug/L,NA,2.2,1.9000000000000001
J06-9079-1 (J06P03),45441.42083333333,Dissolved,NA,NA,Copper,ug/L,NA,4.4,3.1500000000000004
J06-10011-1 (J06P01),45441.447222222225,Dissolved,NA,NA,Copper,ug/L,NA,2.2,2.9000000000000004
J01-9082-2,45441.487500000003,Dissolved,NA,NA,Copper,ug/L,NA,2.1,1.6
L01-726-5,45455.361111111109,Total,3953,NA,Copper,ug/L,NA,4.3,3.95
L01-728-5 (L01-DP),45455.4,Total,2015,NA,Copper,ug/L,NA,8.7,9.85
K01-12159-2,45455.37222222222,Total,5213,NA,Copper,ug/L,NA,7.8,7.65
K01-12159-3,45455.365277777775,Total,4828,NA,Copper,ug/L,NA,6.7,7.65
L01-726-5,45455.361111111109,Dissolved,NA,NA,Copper,ug/L,NA,3.9,3.4
L01-728-5 (L01-DP),45455.4,Dissolved,NA,NA,Copper,ug/L,NA,6.3,7.35
K01-12159-2,45455.37222222222,Dissolved,NA,NA,Copper,ug/L,NA,3.9,3.75
K01-12159-3,45455.365277777775,Dissolved,NA,NA,Copper,ug/L,NA,5.9,6.95
I01-11010-1,45461.415972222225,Total,7938,NA,Copper,ug/L,NA,2.3,2.0999999999999996
I00-11437-1,45461.372916666667,Total,9394,NA,Copper,ug/L,NA,1.7,1.4
I01-11010-1,45461.415972222225,Dissolved,NA,NA,Copper,ug/L,NA,1.9,1.75
I00-11437-1,45461.372916666667,Dissolved,NA,NA,Copper,ug/L,NA,2.2,1.75
L02-246-1 (L11P01),45462.494444444441,Total,1599,NA,Copper,ug/L,NA,3.4,3.4
L02-641-1,45462.348611111112,Total,1216,NA,Copper,ug/L,NA,5.5,4.25
L02-641-2,45462.361111111109,Total,1288,NA,Copper,ug/L,NA,5.5,6.15
L01-731-1 (L08TBN2),45462.433333333334,Total,3226,NA,Copper,ug/L,NA,10,8.05
L02-166-3 (L02P26),45462.390972222223,Total,1778,NA,Copper,ug/L,NA,7.5,6.1
L02-246-1 (L11P01),45462.494444444441,Dissolved,NA,NA,Copper,ug/L,NA,2.8,2.75
L02-641-1,45462.348611111112,Dissolved,NA,NA,Copper,ug/L,NA,4.7,3.55
L02-641-2,45462.361111111109,Dissolved,NA,NA,Copper,ug/L,NA,3.9,4.05
L01-731-1 (L08TBN2),45462.433333333334,Dissolved,NA,NA,Copper,ug/L,NA,4.9,4.800000000000001
L02-166-3 (L02P26),45462.390972222223,Dissolved,NA,NA,Copper,ug/L,NA,5.4,4.4
L05-503-1,45468.388888888891,Total,3088,NA,Copper,ug/L,NA,4.8,3.5999999999999996
L01-724-4 (L01P03),45468.438194444447,Total,3793,NA,Copper,ug/L,NA,2.5,2.8
L01-724-1 (L01S01),45468.464583333334,Total,4689,NA,Copper,ug/L,NA,3.1,3.05
L05-503-1,45468.388888888891,Dissolved,NA,NA,Copper,ug/L,NA,3.5,2.45
L01-724-4 (L01P03),45468.438194444447,Dissolved,NA,NA,Copper,ug/L,NA,2.3,2.25
L01-724-1 (L01S01),45468.464583333334,Dissolved,NA,NA,Copper,ug/L,NA,2.6,2.4000000000000004
M01-042-1 (M01S01),45469.380555555559,Total,4667,NA,Copper,ug/L,NA,11,8.25
M02-032-1,45469.44027777778,Total,3122,NA,Copper,ug/L,NA,2.3,2.0999999999999996
SC1-2,45469.40347222222,Total,9238,NA,Copper,ug/L,NA,2,2
M02-085-1 (M02P06),45469.470833333333,Total,6689,NA,Copper,ug/L,NA,3.2,3.1
M02-085-2,45469.445138888892,Total,2401,NA,Copper,ug/L,NA,5.5,5.3
M01-042-1 (M01S01),45469.380555555559,Dissolved,NA,NA,Copper,ug/L,NA,6.3,5.25
M02-032-1,45469.44027777778,Dissolved,NA,NA,Copper,ug/L,NA,1.9,1.7
SC1-2,45469.40347222222,Dissolved,NA,NA,Copper,ug/L,NA,2,2.05
M02-085-1 (M02P06),45469.470833333333,Dissolved,NA,NA,Copper,ug/L,NA,2.9,3.05
M02-085-2,45469.445138888892,Dissolved,NA,NA,Copper,ug/L,NA,3.6,3.8499999999999996
K01-12126-1 (K01S01),45510.38958333333,Total,-99,NA,Copper,ug/L,NA,34,20.45
K01-12126-1 (K01S01),45510.38958333333,Dissolved,NA,NA,Copper,ug/L,NA,22,13.45
J01-10004-1 (J01P01),45496.430555555555,Total,2310,NA,Copper,ug/L,NA,5.1,10.05
J01-10004-1 (J01P01),45496.430555555555,Dissolved,NA,NA,Copper,ug/L,NA,3.4,6.1000000000000005
L04-672-1,45496.382638888892,Total,3334,NA,Copper,ug/L,NA,5.5,5.4
L04-266-5,45496.334722222222,Total,2634,NA,Copper,ug/L,NA,5.6,4.35
L04-672-1,45496.382638888892,Dissolved,NA,NA,Copper,ug/L,NA,1.9,2.8499999999999996
L04-266-5,45496.334722222222,Dissolved,NA,NA,Copper,ug/L,NA,2.8,2.7
L03-662-3 (L03P16),45498.354166666664,Total,1922,NA,Copper,ug/L,NA,9,12.5
L03-214-2 (L03P18),45498.394444444442,Total,3250,NA,Copper,ug/L,NA,4.9,5.95
L03-316-3 (L03P12),45498.435416666667,Total,4332,NA,Copper,ug/L,NA,5,4.1
L03-662-3 (L03P16),45498.354166666664,Dissolved,NA,NA,Copper,ug/L,NA,6.5,10.25
L03-214-2 (L03P18),45498.394444444442,Dissolved,NA,NA,Copper,ug/L,NA,2.8,4.199999999999999
L03-316-3 (L03P12),45498.435416666667,Dissolved,NA,NA,Copper,ug/L,NA,3.8,3.45
L03-418-8,45503.387499999997,Total,2938.26,NA,Copper,ug/L,NA,3.4,3
K01-12177-1 (K01P07),45503.42083333333,Total,4080,NA,Copper,ug/L,NA,5.6,9.3
J03-9221-1 (J03P02),45503.461111111108,Total,5269,NA,Copper,ug/L,NA,2.1,2.6500000000000004
J01-9224-1 (J01P24),45503.459722222222,Total,3616,NA,Copper,ug/L,NA,13,7.8
J01-9224-2 (J01P25),45503.488888888889,Total,2028,NA,Copper,ug/L,NA,0.55,0.875
L03-418-8,45503.387499999997,Dissolved,NA,NA,Copper,ug/L,NA,2.4,2.65
K01-12177-1 (K01P07),45503.42083333333,Dissolved,NA,NA,Copper,ug/L,NA,5.1,6.199999999999999
J03-9221-1 (J03P02),45503.461111111108,Dissolved,NA,NA,Copper,ug/L,NA,1.7,2
J01-9224-1 (J01P24),45503.459722222222,Dissolved,NA,NA,Copper,ug/L,NA,2.5,2.1
J01-9224-2 (J01P25),45503.488888888889,Dissolved,NA,NA,Copper,ug/L,NA,0.85,1.125
L01-404-1,45503.368750000001,Total,1918,NA,Copper,ug/L,NA,5.2,4.85
L01-340-1,45503.408333333333,Total,1665,NA,Copper,ug/L,NA,6.6,5.3
L05-489-3,45503.418055555558,Total,3334,NA,Copper,ug/L,NA,1.8,2.15
L05-049-1,45503.418055555558,Total,3848,NA,Copper,ug/L,NA,5.2,4.6
L02-374-1 (L02P50),45503.427083333336,Total,2717,NA,Copper,ug/L,NA,5.5,3.75
L01-404-1,45503.368750000001,Dissolved,NA,NA,Copper,ug/L,NA,4,3.45
L01-340-1,45503.408333333333,Dissolved,NA,NA,Copper,ug/L,NA,4.7,4.05
L05-489-3,45503.418055555558,Dissolved,NA,NA,Copper,ug/L,NA,0.92,1.31
L05-049-1,45503.418055555558,Dissolved,NA,NA,Copper,ug/L,NA,4,3.9
L02-374-1 (L02P50),45503.427083333336,Dissolved,NA,NA,Copper,ug/L,NA,2.6,2.1
J01-9082-2,45504.386805555558,Total,1270,NA,Copper,ug/L,NA,1.6,1.9000000000000001
J06-9079-1 (J06P03),45504.440972222219,Total,2692,NA,Copper,ug/L,NA,2.3,3.8
J06-10011-1 (J06P01),45504.466666666667,Total,3855,NA,Copper,ug/L,NA,5.2,3.8
J01-9082-2,45504.386805555558,Dissolved,NA,NA,Copper,ug/L,NA,1.1,1.6
J06-9079-1 (J06P03),45504.440972222219,Dissolved,NA,NA,Copper,ug/L,NA,1.9,3.1500000000000004
J06-10011-1 (J06P01),45504.466666666667,Dissolved,NA,NA,Copper,ug/L,NA,3.6,2.9000000000000004
J01-9992-1 (J01P27),45510.415277777778,Total,3964,NA,Copper,ug/L,NA,14,8.6
J01-9131-1 (J01P28),45510.375,Total,2381,NA,Copper,ug/L,NA,7.3,6.55
J01-9007-1 (J02P05),45510.459722222222,Total,3252,NA,Copper,ug/L,NA,8.9,12.95
J01-9992-1 (J01P27),45510.415277777778,Dissolved,NA,NA,Copper,ug/L,NA,2.9,2.8
J01-9131-1 (J01P28),45510.375,Dissolved,NA,NA,Copper,ug/L,NA,5.3,5.5
J01-9007-1 (J02P05),45510.459722222222,Dissolved,NA,NA,Copper,ug/L,NA,5.9,8.95
L01-726-5,45510.375,Total,5625,NA,Copper,ug/L,NA,3.6,3.95
L01-728-5 (L01-DP),45510.42083333333,Total,2634,NA,Copper,ug/L,NA,11,9.85
K01-12159-3,45510.425000000003,Total,-99,NA,Copper,ug/L,NA,8.6,7.65
K01-12159-2,45510.451388888891,Total,7455,NA,Copper,ug/L,NA,7.5,7.65
L01-726-5,45510.375,Dissolved,NA,NA,Copper,ug/L,NA,2.9,3.4
L01-728-5 (L01-DP),45510.42083333333,Dissolved,NA,NA,Copper,ug/L,NA,8.4,7.35
K01-12159-3,45510.425000000003,Dissolved,NA,NA,Copper,ug/L,NA,8,6.95
K01-12159-2,45510.451388888891,Dissolved,NA,NA,Copper,ug/L,NA,3.6,3.75
I01-11010-1,45512.409722222219,Total,8356,NA,Copper,ug/L,NA,1.9,2.0999999999999996
I00-11437-1,45512.37777777778,Total,10154,NA,Copper,ug/L,NA,1.1,1.4
I01-11010-1,45512.409722222219,Dissolved,NA,NA,Copper,ug/L,NA,1.6,1.75
I00-11437-1,45512.37777777778,Dissolved,NA,NA,Copper,ug/L,NA,1.3,1.75
L02-246-1 (L11P01),45517.459027777775,Total,1780,NA,Copper,ug/L,NA,3.4,3.4
L02-641-1,45517.372916666667,Total,1339,NA,Copper,ug/L,NA,3,4.25
