Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Lake Forest,Verified,1,J01-9782-1 (J01TBN3),0.001588,2024-07-24,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,1752,0.005333,NA,20% Or More Above Average Discharge,Yellow tint,Not present,1.2 liters in 20 seconds (0.002 cfs),Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.63275125,-117.67690954
Lake Forest,Verified,1,J01-9782-1 (J01TBN3),0.001588,2024-09-10,Small Fraction (<10%),Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Trash,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Clear,Clear,Outfall has moisture inside pipe,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63275125,-117.67690954
Lake Forest,Verified,1,J01-9785-1,0.027279,2024-09-04,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1227,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Not enough flow for velocity and volumetric measurements, difficult to access due to metal grate",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.61715691,-117.69365292
Lake Forest,Verified,1,J01-9785-1,0.027279,2024-09-10,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1203,0.241379,NA,20% Or More Above Average Discharge,Not present,Not present,"Lot of leaf debris, palm tree stump in front of outfall.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.61715691,-117.69365292
Mission Viejo,Verified,1,L03-241-3,0.34292,2024-08-22,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,2100,0.385714,NA,Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.60617429,-117.64789453
Mission Viejo,Verified,1,L03-241-3,0.34292,2024-07-10,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,2550,0.340909,NA,Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.60617429,-117.64789453
San Clemente,Verified,1,SC12-068-4,0.0089,2024-08-07,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.41952553,-117.62018989
San Clemente,Verified,1,SC12-068-4,0.0089,2024-05-29,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall is about 30% filled with sediments,Not Present (0 Items),NA,NA,NA,NA,None,33.41952553,-117.62018989
San Clemente,Verified,1,M00.1-071-2 (M00S04),0.055592,2024-09-05,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,12680,0.012,0.006,Below Average Discharge,Not present,Not present,Volumetric: 0.001 cfs; 30 sec - 0.75 L.  Ocean is receiving water.  Sound of flowing water back inside pipe.,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.40924767,-117.60862583
San Clemente,Verified,1,M00.1-071-2 (M00S04),0.055592,2024-05-23,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,FOG,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Orange sludge coming from outfall. Abundant algae. Tree branch inside outfall. Access from beach, walk up channel.",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.40924767,-117.60862583
Rancho Santa Margarita,Verified,1,L02-640-1 (L11P02),0.163333,2024-06-20,NA,Flowing,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall was unsafe to access to to steep slopes on both sides but could be heard flowing.,NA,NA,NA,NA,NA,NA,33.61878174,-117.60922564
Lake Forest,Verified,1,J01-9275-2,0.001542,2024-07-10,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Dried leaves,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.65086149,-117.66063446
Lake Forest,Verified,1,J01-9275-2,0.001542,2024-09-04,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Trash,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.65086149,-117.66063446
Laguna Niguel,Verified,1,J01-9005-3,0.303774,2024-05-01,NA,Flowing,Yes,Direct Connection,None,Priority,52,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Conductivity sensor removed from high flows.,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.546169570000004,-117.70303212
Laguna Niguel,Verified,1,J01-9005-3,0.303774,2024-03-08,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Priority,52,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall ponded from lake overflowing into outfall area. Much deeper than usual.,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.546169570000004,-117.70303212
Laguna Niguel,Verified,1,J01-9005-3,0.303774,2024-07-17,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Surfactants,Priority,52,3320,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Per JH, City of LN:  catch basins covered; no discharge in gutters.   No measurable flow - small stream to the side contributes. Large amount of bubbles, possible IDIC.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.546169570000004,-117.70303212
Laguna Niguel,Verified,1,J03-9234-8,0.302939,2024-08-14,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,NA,NA,2180,0.095122,0.041,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51991517,-117.71542094
Laguna Niguel,Verified,1,J03-9234-8,0.302939,2024-05-17,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,NA,NA,2219,0.176417,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51991517,-117.71542094
Orange Co,Verified,1,L01-494-1,0.095729,2024-07-15,NA,Flowing,Yes,Undetermined,NA,NA,NA,1903,0.1,0.047,Above Average Discharge,Not present,Green tint,Flow visually estimated from notch,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52846272,-117.60761470999999
Orange Co,Verified,1,L01-494-1,0.095729,2024-06-06,NA,Flowing,Yes,Undetermined,NA,NA,NA,1812,NA,NA,Above Average Discharge,Not present,Not present,"Could not access outfall due to unsafe conditions since it’s so high up. Took conductivity measurement at waterfall from dissapator. Erosion occurring on banks after dissipator outfall. Accessed from bike path, code 0824.",Not Present (0 Items),NA,NA,NA,NA,Other - See Comments,33.52846272,-117.60761470999999
San Juan Capistrano,Verified,1,L01-724-1 (L01S01),0.093815,2024-06-25,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,36,4689,0.1344,0.025,Below Average Discharge,Green tint,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.48318127,-117.67705058
San Juan Capistrano,Verified,1,L01-724-1 (L01S01),0.093815,2024-08-15,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,36,5505,0.0612,0.021,Below Average Discharge,Green tint,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.48318127,-117.67705058
Laguna Beach,Verified,1,I01-11059-2,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.55357207,-117.77542873
Laguna Beach,Verified,1,I01-11059-2,0,2024-05-07,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Recent trickle,Not Present (0 Items),NA,NA,NA,NA,NA,33.55357207,-117.77542873
San Juan Capistrano,Verified,1,L01-766-9,0.173904,2024-06-25,NA,Pooled or Ponded,Yes,Undetermined,NA,Priority,48,NA,NA,NA,Below Average Discharge,Green tint,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.49653017,-117.65562996
San Juan Capistrano,Verified,1,L01-766-9,0.173904,2024-08-15,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Priority,48,NA,NA,NA,Below Average Discharge,Green tint,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.49653017,-117.65562996
Orange Co,Verified,1,L05-489-4,0.251571,2024-07-30,NA,Pooled or Ponded,Yes,NA,None,Priority,36,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Very overgrown,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52935447,-117.6460606
Orange Co,Verified,1,L05-489-4,0.251571,2024-05-21,NA,Flowing,Yes,Partial - Significant Distance,NA,Priority,36,7519,0.48,NA,20% Or More Above Average Discharge,Not present,Not present,"Flow is from basin, not MS4",Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.52935447,-117.6460606
San Juan Capistrano,Verified,1,L01-726-9,0,2024-07-25,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall lid was closed and no flow,Not Present (0 Items),NA,NA,NA,NA,None,33.47841414,-117.67809327
San Juan Capistrano,Verified,1,L01-726-9,0,2024-06-10,Small Fraction (<10%),Dry,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Site was observed to be dry. White Metal lid,NA,NA,NA,NA,NA,None,33.47841414,-117.67809327
San Juan Capistrano,Verified,1,L01-726-8,4.43e-4,2024-06-10,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Trickle flow observed. Unable to obtain leaf float measurement,Not Present (0 Items),NA,NA,NA,NA,None,33.47849053,-117.67867162
San Juan Capistrano,Verified,1,L01-726-8,4.43e-4,2024-07-25,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.47849053,-117.67867162
Laguna Beach,Verified,1,LC03-11515-1,0.014697,2024-08-12,NA,Dry,Unknown,NA,NA,NA,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.51959818,-117.76274393999999
Laguna Beach,Verified,1,LC03-11515-1,0.014697,2024-07-02,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.51959818,-117.76274393999999
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-08-20,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,62,5355,0.258837,0.033,Above Average Discharge,Clear,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,Graffiti,33.57676689,-117.71329726
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-09-04,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,62,3981,0.055579,0.023,Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,1,NA,33.57676689,-117.71329726
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-08-27,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,62,4345,0.0612,0.021,Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,1,NA,33.57676689,-117.71329726
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-09-10,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,62,4003,0.082286,0.022,Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,1,NA,33.57676689,-117.71329726
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-08-06,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,62,3983,0.16875,NA,Above Average Discharge,Clear,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,1,Graffiti,33.57676689,-117.71329726
Aliso Viejo,Verified,1,J01-9008-1 (J01P30),0.07146,2024-03-06,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,62,NA,0.0825,0.043,Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,Graffiti,33.57676689,-117.71329726
Lake Forest,Verified,1,J01-9264-1 (J01P06),0,2024-03-04,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,1358,NA,NA,Equal,Not present,Not present,Unmeasurable amount of sediment sloped below sensor,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.6634603,-117.65405639
Lake Forest,Verified,1,J01-9264-1 (J01P06),0,2024-09-04,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Oil sheen,Not A Priority,NA,NA,NA,NA,Equal,Yellow tint,Not present,"Peculiar floating patches, sheen, and chemical odor at J01-9264-1 (near Lake Forest Sports Park and preschool). I left a message with Devin as I suspect an ID.",Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.6634603,-117.65405639
San Clemente,Verified,1,M01-088-1,0.082403,2024-01-18,NA,Flowing,Yes,NA,NA,Not A Priority,NA,6470,NA,NA,Below Average Discharge,Not present,Not present,Storm set up; slope is 6%,NA,NA,NA,Yes,NA,NA,33.46997201,-117.63705377
San Clemente,Verified,2,M01-088-1,0.082403,2024-01-21,NA,Flowing,Yes,NA,NA,Not A Priority,NA,1459,NA,NA,Below Average Discharge,Not present,Not present,Storm sample pick up,NA,NA,NA,Yes,NA,NA,33.46997201,-117.63705377
Aliso Viejo,Verified,1,I01-11503-3,0,2024-08-29,NA,NA,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.59347737,-117.74930668
Aliso Viejo,Verified,1,I01-11503-3,0,2024-06-28,NA,Pooled or Ponded,Yes,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.59347737,-117.74930668
San Juan Capistrano,Verified,1,L02-571-5 (L02TBN2),0.053191,2024-07-25,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,3340,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.4977193,-117.66603615
San Juan Capistrano,Verified,1,L02-571-5 (L02TBN2),0.053191,2024-06-03,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1331,0.638298,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall observed to be flowing with a lot of algae,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.4977193,-117.66603615
Lake Forest,Verified,1,J01-9031-1,0.037166,2024-05-15,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,NA,Priority,50,NA,NA,NA,20% Or More Above Average Discharge,Surface scum,Surface scum,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,NA,Clogged,33.67284325,-117.63883843
Lake Forest,Verified,1,J01-9031-1,0.037166,2024-07-23,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,NA,Priority,50,NA,NA,NA,20% Or More Above Average Discharge,Surface scum,Green tint,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.67284325,-117.63883843
San Clemente,Verified,1,SC06-146-1 (M00P02),0.012171,2024-05-29,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.41716959,-117.61776759
San Clemente,Verified,1,SC06-146-1 (M00P02),0.012171,2024-08-26,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1130,0.039634,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.41716959,-117.61776759
Orange Co,Verified,1,L01-414-3,0.232035,2024-06-06,NA,Pooled or Ponded,Yes,Undetermined,None,Priority,60,NA,NA,NA,Below Average Discharge,Not present,Not present,Ponded outfall. Some bubbles coming up,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56679959,-117.5924257
Orange Co,Verified,1,L01-414-3,0.232035,2024-07-31,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Priority,60,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.56679959,-117.5924257
Rancho Santa Margarita,Verified,1,L03-142-1 (L03P24),0.018174,2024-05-23,NA,Pooled or Ponded,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Outfall appeared ponded but could not be accessed fully due to ponding depth and an excessive amount of poison oak. Outfall could potentially be accessed using waders.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.66841401,-117.62079271
Lake Forest,Verified,1,J01-9033-1,0.006837,2024-07-10,NA,Flowing,Yes,Undetermined,NA,Not A Priority,NA,2957,0.006,0,Below Average Discharge,Not present,Not present,Sheen in gutter. Measurements collected from upstream end of discharge point since overgrown,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.67100869,-117.62626729
Lake Forest,Verified,1,J01-9033-1,0.006837,2024-09-04,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,2783,0.004114,0,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.67100869,-117.62626729
San Juan Capistrano,Verified,1,L02-541-2,0,2024-06-03,Small Fraction (<10%),NA,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49814985,-117.66577696
San Juan Capistrano,Verified,1,L02-541-2,0,2024-07-25,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.49814985,-117.66577696
San Juan Capistrano,Verified,1,L02-502-1,0.025518,2024-06-11,Small Fraction (<10%),Flowing,Yes,Unsafe to Access,Other - see comments,Not A Priority,NA,5242,0.004308,NA,20% Or More Above Average Discharge,Not present,Not present,"Homeless activity appeared present, grey sheen observed on the top of the water. There is a mattress and a shopping cart in the flow path of the outfall",Abundant (>50 Items),In flow path of outfall,NA,NA,NA,Other - See Comments,33.52457874,-117.66835385
San Juan Capistrano,Verified,1,L02-502-1,0.025518,2024-08-28,NA,Flowing,Yes,Unsafe to Access,None,Not A Priority,NA,5990,0.044,NA,20% Or More Above Average Discharge,Surface scum,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.52457874,-117.66835385
Laguna Niguel,Verified,1,L03-418-1,0.064963,2024-07-22,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Priority,50,2540,0.089552,0.005,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.54734199,-117.67445615
Laguna Niguel,Verified,1,L03-418-1,0.064963,2024-06-11,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,NA,Priority,50,2631,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Leaf float could not be performed due to low flow. Volumetric could not be performed due to wide spread trickle flow.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.54734199,-117.67445615
Laguna Niguel,Verified,1,L03-708-5,0.005715,2024-07-15,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.5611267,-117.67654787
